loop_break_value_array_lit_uninit_drop_run	==391098==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391098== ERROR SUMMARY: 2 errors from 2 contexts (suppressed: 0 from 0) 
match_arm_nested_binder_shadow_double_drop	==391107==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391107== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
match_array_nested_destructure_elem_double_drop	==391115==   total heap usage: 1 allocs, 1 frees, 4,096 bytes allocated ==391115== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
match_expr_array_pattern_segfaults_run	==391117==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391117== ERROR SUMMARY: 1 errors from 1 contexts (suppressed: 0 from 0) 
operator_operand_owner_after_sibling_exit_leak	==391124==   total heap usage: 1 allocs, 1 frees, 4,096 bytes allocated ==391124== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
param_ref_struct_cast_after_addr_of_reads_slot_run	==391127==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391127== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
ref_pair_nonprim_tuple_eq_compares_addresses_run	==391132==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391132== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
self_call_in_return_kills_param_drops	==391138==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391138== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
static_array_whole_borrow_reads_garbage	==391143==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391143== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
tuple_elem_shared_borrow_through_ref_dangles_run	==391150==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391150== ERROR SUMMARY: 1 errors from 1 contexts (suppressed: 0 from 0) 
tuplestruct_door_default_ref_mode_not_carried	==391153==   total heap usage: 4 allocs, 2 frees, 225 bytes allocated ==391153==    definitely lost: 0 bytes in 0 blocks ==391153== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
variant_payload_char_literal_nomatch	==391158==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391158== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
variant_payload_nested_struct_sub_double_drops	==391167==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated ==391167== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0) 
weak_local_never_dropped	==391172==   total heap usage: 1 allocs, 0 frees, 12 bytes allocated ==391172== 12 bytes in 1 blocks are definitely lost in loss record 1 of 1 ==391172==    definitely lost: 12 bytes in 1 blocks ==391172== ERROR SUMMARY: 1 errors from 1 contexts (suppressed: 0 from 0) 
